attack,defense,hp,icon_url,name,sp_atk,sp_def,speed,total,type
470,165,,https://img.pokemondb.net/sprites/sword-shield/icon/alomomola.png,Alomomola,75,80,40,470,Water
319,50,,https://img.pokemondb.net/sprites/sword-shield/icon/joltik.png,Joltik,47,50,57,319,"Bug,Electric"
472,70,,https://img.pokemondb.net/sprites/sword-shield/icon/galvantula.png,Galvantula,77,60,97,472,"Bug,Electric"
305,44,,https://img.pokemondb.net/sprites/sword-shield/icon/ferroseed.png,Ferroseed,50,91,24,305,"Grass,Steel"
489,74,,https://img.pokemondb.net/sprites/sword-shield/icon/ferrothorn.png,Ferrothorn,94,131,54,489,"Grass,Steel"
300,40,,https://img.pokemondb.net/sprites/sword-shield/icon/klink.png,Klink,55,70,45,300,Steel
440,60,,https://img.pokemondb.net/sprites/sword-shield/icon/klang.png,Klang,80,95,70,440,Steel
520,60,,https://img.pokemondb.net/sprites/sword-shield/icon/klinklang.png,Klinklang,100,115,70,520,Steel
275,35,,https://img.pokemondb.net/sprites/sword-shield/icon/tynamo.png,Tynamo,55,40,45,275,Electric
405,65,,https://img.pokemondb.net/sprites/sword-shield/icon/eelektrik.png,Eelektrik,85,70,75,405,Electric
515,85,,https://img.pokemondb.net/sprites/sword-shield/icon/eelektross.png,Eelektross,115,80,105,515,Electric
335,55,,https://img.pokemondb.net/sprites/sword-shield/icon/elgyem.png,Elgyem,55,55,85,335,Psychic
485,75,,https://img.pokemondb.net/sprites/sword-shield/icon/beheeyem.png,Beheeyem,75,75,125,485,Psychic
275,50,,https://img.pokemondb.net/sprites/sword-shield/icon/litwick.png,Litwick,30,55,65,275,"Ghost,Fire"
370,60,,https://img.pokemondb.net/sprites/sword-shield/icon/lampent.png,Lampent,40,60,95,370,"Ghost,Fire"
520,60,,https://img.pokemondb.net/sprites/sword-shield/icon/chandelure.png,Chandelure,55,90,145,520,"Ghost,Fire"
320,46,,https://img.pokemondb.net/sprites/sword-shield/icon/axew.png,Axew,87,60,30,320,Dragon
410,66,,https://img.pokemondb.net/sprites/sword-shield/icon/fraxure.png,Fraxure,117,70,40,410,Dragon
540,76,,https://img.pokemondb.net/sprites/sword-shield/icon/haxorus.png,Haxorus,147,90,60,540,Dragon
305,55,,https://img.pokemondb.net/sprites/sword-shield/icon/cubchoo.png,Cubchoo,70,40,60,305,Ice
505,95,,https://img.pokemondb.net/sprites/sword-shield/icon/beartic.png,Beartic,130,80,70,505,Ice
515,80,,https://img.pokemondb.net/sprites/sword-shield/icon/cryogonal.png,Cryogonal,50,50,95,515,Ice
305,50,,https://img.pokemondb.net/sprites/sword-shield/icon/shelmet.png,Shelmet,40,85,40,305,Bug
495,80,,https://img.pokemondb.net/sprites/sword-shield/icon/accelgor.png,Accelgor,70,40,100,495,Bug
471,109,,https://img.pokemondb.net/sprites/sword-shield/icon/stunfisk.png,Stunfisk,66,84,81,471,"Ground,Electric"
471,109,,https://img.pokemondb.net/sprites/sword-shield/icon/stunfisk-galarian.png,Stunfisk,81,99,66,471,"Ground,Steel"
350,45,,https://img.pokemondb.net/sprites/sword-shield/icon/mienfoo.png,Mienfoo,85,50,55,350,Fighting
510,65,,https://img.pokemondb.net/sprites/sword-shield/icon/mienshao.png,Mienshao,125,60,95,510,Fighting
485,77,,https://img.pokemondb.net/sprites/sword-shield/icon/druddigon.png,Druddigon,120,90,60,485,Dragon
303,59,,https://img.pokemondb.net/sprites/sword-shield/icon/golett.png,Golett,74,50,35,303,"Ground,Ghost"
483,89,,https://img.pokemondb.net/sprites/sword-shield/icon/golurk.png,Golurk,124,80,55,483,"Ground,Ghost"
340,45,,https://img.pokemondb.net/sprites/sword-shield/icon/pawniard.png,Pawniard,85,70,40,340,"Dark,Steel"
490,65,,https://img.pokemondb.net/sprites/sword-shield/icon/bisharp.png,Bisharp,125,100,60,490,"Dark,Steel"
490,95,,https://img.pokemondb.net/sprites/sword-shield/icon/bouffalant.png,Bouffalant,110,95,40,490,Normal
350,70,,https://img.pokemondb.net/sprites/sword-shield/icon/rufflet.png,Rufflet,83,50,37,350,"Normal,Flying"
510,100,,https://img.pokemondb.net/sprites/sword-shield/icon/braviary.png,Braviary,123,75,57,510,"Normal,Flying"
510,110,,https://img.pokemondb.net/sprites/scarlet-violet/icon/braviary-hisuian.png,Braviary,83,70,112,510,"Psychic,Flying"
370,70,,https://img.pokemondb.net/sprites/sword-shield/icon/vullaby.png,Vullaby,55,75,45,370,"Dark,Flying"
510,110,,https://img.pokemondb.net/sprites/sword-shield/icon/mandibuzz.png,Mandibuzz,65,105,55,510,"Dark,Flying"
484,85,,https://img.pokemondb.net/sprites/sword-shield/icon/heatmor.png,Heatmor,97,66,105,484,Fire
484,58,,https://img.pokemondb.net/sprites/sword-shield/icon/durant.png,Durant,109,112,48,484,"Bug,Steel"
300,52,,https://img.pokemondb.net/sprites/sword-shield/icon/deino.png,Deino,65,50,45,300,"Dark,Dragon"
420,72,,https://img.pokemondb.net/sprites/sword-shield/icon/zweilous.png,Zweilous,85,70,65,420,"Dark,Dragon"
600,92,,https://img.pokemondb.net/sprites/sword-shield/icon/hydreigon.png,Hydreigon,105,90,125,600,"Dark,Dragon"
360,55,,https://img.pokemondb.net/sprites/sword-shield/icon/larvesta.png,Larvesta,85,55,50,360,"Bug,Fire"
550,85,,https://img.pokemondb.net/sprites/sword-shield/icon/volcarona.png,Volcarona,60,65,135,550,"Bug,Fire"
580,91,,https://img.pokemondb.net/sprites/sword-shield/icon/cobalion.png,Cobalion,90,129,90,580,"Steel,Fighting"
580,91,,https://img.pokemondb.net/sprites/sword-shield/icon/terrakion.png,Terrakion,129,90,72,580,"Rock,Fighting"
580,91,,https://img.pokemondb.net/sprites/sword-shield/icon/virizion.png,Virizion,90,72,90,580,"Grass,Fighting"
580,79,,https://img.pokemondb.net/sprites/sword-shield/icon/tornadus-incarnate.png,Tornadus,115,70,125,580,Flying
580,79,,https://img.pokemondb.net/sprites/sword-shield/icon/tornadus-therian.png,Tornadus,100,80,110,580,Flying
580,79,,https://img.pokemondb.net/sprites/sword-shield/icon/thundurus-incarnate.png,Thundurus,115,70,125,580,"Electric,Flying"
580,79,,https://img.pokemondb.net/sprites/sword-shield/icon/thundurus-therian.png,Thundurus,105,70,145,580,"Electric,Flying"
680,100,,https://img.pokemondb.net/sprites/sword-shield/icon/reshiram.png,Reshiram,120,100,150,680,"Dragon,Fire"
680,100,,https://img.pokemondb.net/sprites/sword-shield/icon/zekrom.png,Zekrom,150,120,120,680,"Dragon,Electric"
600,89,,https://img.pokemondb.net/sprites/sword-shield/icon/landorus-incarnate.png,Landorus,125,90,115,600,"Ground,Flying"
600,89,,https://img.pokemondb.net/sprites/sword-shield/icon/landorus-therian.png,Landorus,145,90,105,600,"Ground,Flying"
660,125,,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem.png,Kyurem,130,90,130,660,"Dragon,Ice"
700,125,,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem-white.png,Kyurem,120,90,170,700,"Dragon,Ice"
700,125,,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem-black.png,Kyurem,170,100,120,700,"Dragon,Ice"
580,91,,https://img.pokemondb.net/sprites/sword-shield/icon/keldeo-ordinary.png,Keldeo,72,90,129,580,"Water,Fighting"
580,91,,https://img.pokemondb.net/sprites/sword-shield/icon/keldeo-resolute.png,Keldeo,72,90,129,580,"Water,Fighting"
600,100,,https://img.pokemondb.net/sprites/sword-shield/icon/meloetta-aria.png,Meloetta,77,77,128,600,"Normal,Psychic"
600,100,,https://img.pokemondb.net/sprites/sword-shield/icon/meloetta-pirouette.png,Meloetta,128,90,77,600,"Normal,Fighting"
600,71,,https://img.pokemondb.net/sprites/sword-shield/icon/genesect.png,Genesect,120,95,120,600,"Bug,Steel"
313,56,,https://img.pokemondb.net/sprites/sword-shield/icon/chespin.png,Chespin,61,65,48,313,Grass
405,61,,https://img.pokemondb.net/sprites/sword-shield/icon/quilladin.png,Quilladin,78,95,56,405,Grass
530,88,,https://img.pokemondb.net/sprites/sword-shield/icon/chesnaught.png,Chesnaught,107,122,74,530,"Grass,Fighting"
307,40,,https://img.pokemondb.net/sprites/sword-shield/icon/fennekin.png,Fennekin,45,40,62,307,Fire
409,59,,https://img.pokemondb.net/sprites/sword-shield/icon/braixen.png,Braixen,59,58,90,409,Fire
534,75,,https://img.pokemondb.net/sprites/sword-shield/icon/delphox.png,Delphox,69,72,114,534,"Fire,Psychic"
314,41,,https://img.pokemondb.net/sprites/sword-shield/icon/froakie.png,Froakie,56,40,62,314,Water
405,54,,https://img.pokemondb.net/sprites/sword-shield/icon/frogadier.png,Frogadier,63,52,83,405,Water
530,72,,https://img.pokemondb.net/sprites/sword-shield/icon/greninja.png,Greninja,95,67,103,530,"Water,Dark"
640,72,,https://img.pokemondb.net/sprites/sword-shield/icon/greninja-ash.png,Greninja,145,67,153,640,"Water,Dark"
237,38,,https://img.pokemondb.net/sprites/sword-shield/icon/bunnelby.png,Bunnelby,36,38,32,237,Normal
423,85,,https://img.pokemondb.net/sprites/sword-shield/icon/diggersby.png,Diggersby,56,77,50,423,"Normal,Ground"
278,45,,https://img.pokemondb.net/sprites/sword-shield/icon/fletchling.png,Fletchling,50,43,40,278,"Normal,Flying"
382,62,,https://img.pokemondb.net/sprites/sword-shield/icon/fletchinder.png,Fletchinder,73,55,56,382,"Fire,Flying"
499,78,,https://img.pokemondb.net/sprites/sword-shield/icon/talonflame.png,Talonflame,81,71,74,499,"Fire,Flying"
200,38,,https://img.pokemondb.net/sprites/sword-shield/icon/scatterbug.png,Scatterbug,35,40,27,200,Bug
213,45,,https://img.pokemondb.net/sprites/sword-shield/icon/spewpa.png,Spewpa,22,60,27,213,Bug
411,80,,https://img.pokemondb.net/sprites/sword-shield/icon/vivillon.png,Vivillon,52,50,90,411,"Bug,Flying"
369,62,,https://img.pokemondb.net/sprites/sword-shield/icon/litleo.png,Litleo,50,58,73,369,"Fire,Normal"
507,86,,https://img.pokemondb.net/sprites/sword-shield/icon/pyroar.png,Pyroar,68,72,109,507,"Fire,Normal"
303,44,,https://img.pokemondb.net/sprites/sword-shield/icon/flabebe.png,Flabébé,38,39,61,303,Fairy
371,54,,https://img.pokemondb.net/sprites/sword-shield/icon/floette.png,Floette,45,47,75,371,Fairy
552,78,,https://img.pokemondb.net/sprites/sword-shield/icon/florges.png,Florges,65,68,112,552,Fairy
350,66,,https://img.pokemondb.net/sprites/sword-shield/icon/skiddo.png,Skiddo,65,48,62,350,Grass
531,123,,https://img.pokemondb.net/sprites/sword-shield/icon/gogoat.png,Gogoat,100,62,97,531,Grass
348,67,,https://img.pokemondb.net/sprites/sword-shield/icon/pancham.png,Pancham,82,62,46,348,Fighting
495,95,,https://img.pokemondb.net/sprites/sword-shield/icon/pangoro.png,Pangoro,124,78,69,495,"Fighting,Dark"
472,75,,https://img.pokemondb.net/sprites/sword-shield/icon/furfrou.png,Furfrou,80,60,65,472,Normal
355,62,,https://img.pokemondb.net/sprites/sword-shield/icon/espurr.png,Espurr,48,54,63,355,Psychic
466,74,,https://img.pokemondb.net/sprites/sword-shield/icon/meowstic-male.png,Meowstic,48,76,83,466,Psychic
466,74,,https://img.pokemondb.net/sprites/sword-shield/icon/meowstic-female.png,Meowstic,48,76,83,466,Psychic
325,45,,https://img.pokemondb.net/sprites/sword-shield/icon/honedge.png,Honedge,80,100,35,325,"Steel,Ghost"
448,59,,https://img.pokemondb.net/sprites/sword-shield/icon/doublade.png,Doublade,110,150,45,448,"Steel,Ghost"
500,60,,https://img.pokemondb.net/sprites/sword-shield/icon/aegislash-shield.png,Aegislash,50,140,50,500,"Steel,Ghost"
500,60,,https://img.pokemondb.net/sprites/sword-shield/icon/aegislash-blade.png,Aegislash,140,50,140,500,"Steel,Ghost"
341,78,,https://img.pokemondb.net/sprites/sword-shield/icon/spritzee.png,Spritzee,52,60,63,341,Fairy
462,101,,https://img.pokemondb.net/sprites/sword-shield/icon/aromatisse.png,Aromatisse,72,72,99,462,Fairy
341,62,,https://img.pokemondb.net/sprites/sword-shield/icon/swirlix.png,Swirlix,48,66,59,341,Fairy
480,82,,https://img.pokemondb.net/sprites/sword-shield/icon/slurpuff.png,Slurpuff,80,86,85,480,Fairy
288,53,,https://img.pokemondb.net/sprites/sword-shield/icon/inkay.png,Inkay,54,53,37,288,"Dark,Psychic"
482,86,,https://img.pokemondb.net/sprites/sword-shield/icon/malamar.png,Malamar,92,88,68,482,"Dark,Psychic"
306,42,,https://img.pokemondb.net/sprites/sword-shield/icon/binacle.png,Binacle,52,67,39,306,"Rock,Water"
500,72,,https://img.pokemondb.net/sprites/sword-shield/icon/barbaracle.png,Barbaracle,105,115,54,500,"Rock,Water"
320,50,,https://img.pokemondb.net/sprites/sword-shield/icon/skrelp.png,Skrelp,60,60,60,320,"Poison,Water"
494,65,,https://img.pokemondb.net/sprites/sword-shield/icon/dragalge.png,Dragalge,75,90,97,494,"Poison,Dragon"
330,50,,https://img.pokemondb.net/sprites/sword-shield/icon/clauncher.png,Clauncher,53,62,58,330,Water
500,71,,https://img.pokemondb.net/sprites/sword-shield/icon/clawitzer.png,Clawitzer,73,88,120,500,Water
289,44,,https://img.pokemondb.net/sprites/sword-shield/icon/helioptile.png,Helioptile,38,33,61,289,"Electric,Normal"
481,62,,https://img.pokemondb.net/sprites/sword-shield/icon/heliolisk.png,Heliolisk,55,52,109,481,"Electric,Normal"
362,58,,https://img.pokemondb.net/sprites/sword-shield/icon/tyrunt.png,Tyrunt,89,77,45,362,"Rock,Dragon"
521,82,,https://img.pokemondb.net/sprites/sword-shield/icon/tyrantrum.png,Tyrantrum,121,119,69,521,"Rock,Dragon"
362,77,,https://img.pokemondb.net/sprites/sword-shield/icon/amaura.png,Amaura,59,50,67,362,"Rock,Ice"
521,123,,https://img.pokemondb.net/sprites/sword-shield/icon/aurorus.png,Aurorus,77,72,99,521,"Rock,Ice"
525,95,,https://img.pokemondb.net/sprites/sword-shield/icon/sylveon.png,Sylveon,65,65,110,525,Fairy
500,78,,https://img.pokemondb.net/sprites/sword-shield/icon/hawlucha.png,Hawlucha,92,75,74,500,"Fighting,Flying"
431,67,,https://img.pokemondb.net/sprites/sword-shield/icon/dedenne.png,Dedenne,58,57,81,431,"Electric,Fairy"
500,50,,https://img.pokemondb.net/sprites/sword-shield/icon/carbink.png,Carbink,50,150,50,500,"Rock,Fairy"
300,45,,https://img.pokemondb.net/sprites/sword-shield/icon/goomy.png,Goomy,50,35,55,300,Dragon
452,68,,https://img.pokemondb.net/sprites/sword-shield/icon/sliggoo.png,Sliggoo,75,53,83,452,Dragon
452,58,,https://img.pokemondb.net/sprites/scarlet-violet/icon/sliggoo-hisuian.png,Sliggoo,75,83,83,452,"Steel,Dragon"
600,90,,https://img.pokemondb.net/sprites/sword-shield/icon/goodra.png,Goodra,100,70,110,600,Dragon
600,80,,https://img.pokemondb.net/sprites/scarlet-violet/icon/goodra-hisuian.png,Goodra,100,100,110,600,"Steel,Dragon"
470,57,,https://img.pokemondb.net/sprites/sword-shield/icon/klefki.png,Klefki,80,91,80,470,"Steel,Fairy"
309,43,,https://img.pokemondb.net/sprites/sword-shield/icon/phantump.png,Phantump,70,48,50,309,"Ghost,Grass"
474,85,,https://img.pokemondb.net/sprites/sword-shield/icon/trevenant.png,Trevenant,110,76,65,474,"Ghost,Grass"
335,49,,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-average.png,Pumpkaboo,66,70,44,335,"Ghost,Grass"
335,44,,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-small.png,Pumpkaboo,66,70,44,335,"Ghost,Grass"
335,54,,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-large.png,Pumpkaboo,66,70,44,335,"Ghost,Grass"
335,59,,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-super.png,Pumpkaboo,66,70,44,335,"Ghost,Grass"
494,65,,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-average.png,Gourgeist,90,122,58,494,"Ghost,Grass"
494,55,,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-small.png,Gourgeist,85,122,58,494,"Ghost,Grass"
494,75,,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-large.png,Gourgeist,95,122,58,494,"Ghost,Grass"
494,85,,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-super.png,Gourgeist,100,122,58,494,"Ghost,Grass"
304,55,,https://img.pokemondb.net/sprites/sword-shield/icon/bergmite.png,Bergmite,69,85,32,304,Ice
514,95,,https://img.pokemondb.net/sprites/sword-shield/icon/avalugg.png,Avalugg,117,184,44,514,Ice
514,95,,https://img.pokemondb.net/sprites/scarlet-violet/icon/avalugg-hisuian.png,Avalugg,127,184,34,514,"Ice,Rock"
245,40,,https://img.pokemondb.net/sprites/sword-shield/icon/noibat.png,Noibat,30,35,45,245,"Flying,Dragon"
535,85,,https://img.pokemondb.net/sprites/sword-shield/icon/noivern.png,Noivern,70,80,97,535,"Flying,Dragon"
680,126,,https://img.pokemondb.net/sprites/sword-shield/icon/xerneas.png,Xerneas,131,95,131,680,Fairy
680,126,,https://img.pokemondb.net/sprites/sword-shield/icon/yveltal.png,Yveltal,131,95,131,680,"Dark,Flying"
600,108,,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-50.png,Zygarde,100,121,81,600,"Dragon,Ground"
486,54,,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-10.png,Zygarde,100,71,61,486,"Dragon,Ground"
708,216,,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-complete.png,Zygarde,100,121,91,708,"Dragon,Ground"
600,50,,https://img.pokemondb.net/sprites/sword-shield/icon/diancie.png,Diancie,100,150,100,600,"Rock,Fairy"
700,50,,https://img.pokemondb.net/sprites/sword-shield/icon/diancie-mega.png,Diancie,160,110,160,700,"Rock,Fairy"
600,80,,https://img.pokemondb.net/sprites/sword-shield/icon/hoopa-confined.png,Hoopa,110,60,150,600,"Psychic,Ghost"
680,80,,https://img.pokemondb.net/sprites/sword-shield/icon/hoopa-unbound.png,Hoopa,160,60,170,680,"Psychic,Dark"
600,80,,https://img.pokemondb.net/sprites/sword-shield/icon/volcanion.png,Volcanion,110,120,130,600,"Fire,Water"
320,68,,https://img.pokemondb.net/sprites/sword-shield/icon/rowlet.png,Rowlet,55,55,50,320,"Grass,Flying"
420,78,,https://img.pokemondb.net/sprites/sword-shield/icon/dartrix.png,Dartrix,75,75,70,420,"Grass,Flying"
530,78,,https://img.pokemondb.net/sprites/sword-shield/icon/decidueye.png,Decidueye,107,75,100,530,"Grass,Ghost"
530,88,,https://img.pokemondb.net/sprites/scarlet-violet/icon/decidueye-hisuian.png,Decidueye,112,80,95,530,"Grass,Fighting"
320,45,,https://img.pokemondb.net/sprites/sword-shield/icon/litten.png,Litten,65,40,60,320,Fire
420,65,,https://img.pokemondb.net/sprites/sword-shield/icon/torracat.png,Torracat,85,50,80,420,Fire
530,95,,https://img.pokemondb.net/sprites/sword-shield/icon/incineroar.png,Incineroar,115,90,80,530,"Fire,Dark"
320,50,,https://img.pokemondb.net/sprites/sword-shield/icon/popplio.png,Popplio,54,54,66,320,Water
420,60,,https://img.pokemondb.net/sprites/sword-shield/icon/brionne.png,Brionne,69,69,91,420,Water
530,80,,https://img.pokemondb.net/sprites/sword-shield/icon/primarina.png,Primarina,74,74,126,530,"Water,Fairy"
265,35,,https://img.pokemondb.net/sprites/sword-shield/icon/pikipek.png,Pikipek,75,30,30,265,"Normal,Flying"
355,55,,https://img.pokemondb.net/sprites/sword-shield/icon/trumbeak.png,Trumbeak,85,50,40,355,"Normal,Flying"
485,80,,https://img.pokemondb.net/sprites/sword-shield/icon/toucannon.png,Toucannon,120,75,75,485,"Normal,Flying"
253,48,,https://img.pokemondb.net/sprites/sword-shield/icon/yungoos.png,Yungoos,70,30,30,253,Normal
418,88,,https://img.pokemondb.net/sprites/sword-shield/icon/gumshoos.png,Gumshoos,110,60,55,418,Normal
300,47,,https://img.pokemondb.net/sprites/sword-shield/icon/grubbin.png,Grubbin,62,45,55,300,Bug
400,57,,https://img.pokemondb.net/sprites/sword-shield/icon/charjabug.png,Charjabug,82,95,55,400,"Bug,Electric"
500,77,,https://img.pokemondb.net/sprites/sword-shield/icon/vikavolt.png,Vikavolt,70,90,145,500,"Bug,Electric"
338,47,,https://img.pokemondb.net/sprites/sword-shield/icon/crabrawler.png,Crabrawler,82,57,42,338,Fighting
478,97,,https://img.pokemondb.net/sprites/sword-shield/icon/crabominable.png,Crabominable,132,77,62,478,"Fighting,Ice"
476,75,,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-baile.png,Oricorio,70,70,98,476,"Fire,Flying"
476,75,,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pom-pom.png,Oricorio,70,70,98,476,"Electric,Flying"
476,75,,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pau.png,Oricorio,70,70,98,476,"Psychic,Flying"
476,75,,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-sensu.png,Oricorio,70,70,98,476,"Ghost,Flying"
304,40,,https://img.pokemondb.net/sprites/sword-shield/icon/cutiefly.png,Cutiefly,45,40,55,304,"Bug,Fairy"
464,60,,https://img.pokemondb.net/sprites/sword-shield/icon/ribombee.png,Ribombee,55,60,95,464,"Bug,Fairy"
280,45,,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff.png,Rockruff,65,40,30,280,Rock
280,45,,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff-own-tempo.png,Rockruff,65,40,30,280,Rock
487,75,,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midday.png,Lycanroc,115,65,55,487,Rock
487,85,,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midnight.png,Lycanroc,115,75,55,487,Rock
487,75,,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-dusk.png,Lycanroc,117,65,55,487,Rock
175,45,,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-solo.png,Wishiwashi,20,20,25,175,Water
620,45,,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-school.png,Wishiwashi,140,130,140,620,Water
305,50,,https://img.pokemondb.net/sprites/sword-shield/icon/mareanie.png,Mareanie,53,62,43,305,"Poison,Water"
495,50,,https://img.pokemondb.net/sprites/sword-shield/icon/toxapex.png,Toxapex,63,152,53,495,"Poison,Water"
385,70,,https://img.pokemondb.net/sprites/sword-shield/icon/mudbray.png,Mudbray,100,70,45,385,Ground
500,100,,https://img.pokemondb.net/sprites/sword-shield/icon/mudsdale.png,Mudsdale,125,100,55,500,Ground
269,38,,https://img.pokemondb.net/sprites/sword-shield/icon/dewpider.png,Dewpider,40,52,40,269,"Water,Bug"
454,68,,https://img.pokemondb.net/sprites/sword-shield/icon/araquanid.png,Araquanid,70,92,50,454,"Water,Bug"
250,40,,https://img.pokemondb.net/sprites/sword-shield/icon/fomantis.png,Fomantis,55,35,50,250,Grass
480,70,,https://img.pokemondb.net/sprites/sword-shield/icon/lurantis.png,Lurantis,105,90,80,480,Grass
285,40,,https://img.pokemondb.net/sprites/sword-shield/icon/morelull.png,Morelull,35,55,65,285,"Grass,Fairy"
405,60,,https://img.pokemondb.net/sprites/sword-shield/icon/shiinotic.png,Shiinotic,45,80,90,405,"Grass,Fairy"
320,48,,https://img.pokemondb.net/sprites/sword-shield/icon/salandit.png,Salandit,44,40,71,320,"Poison,Fire"
480,68,,https://img.pokemondb.net/sprites/sword-shield/icon/salazzle.png,Salazzle,64,60,111,480,"Poison,Fire"
340,70,,https://img.pokemondb.net/sprites/sword-shield/icon/stufful.png,Stufful,75,50,45,340,"Normal,Fighting"
500,120,,https://img.pokemondb.net/sprites/sword-shield/icon/bewear.png,Bewear,125,80,55,500,"Normal,Fighting"
210,42,,https://img.pokemondb.net/sprites/sword-shield/icon/bounsweet.png,Bounsweet,30,38,30,210,Grass
290,52,,https://img.pokemondb.net/sprites/sword-shield/icon/steenee.png,Steenee,40,48,40,290,Grass
510,72,,https://img.pokemondb.net/sprites/sword-shield/icon/tsareena.png,Tsareena,120,98,50,510,Grass
485,51,,https://img.pokemondb.net/sprites/sword-shield/icon/comfey.png,Comfey,52,90,82,485,Fairy
490,90,,https://img.pokemondb.net/sprites/sword-shield/icon/oranguru.png,Oranguru,60,80,90,490,"Normal,Psychic"
490,100,,https://img.pokemondb.net/sprites/sword-shield/icon/passimian.png,Passimian,120,90,40,490,Fighting
230,25,,https://img.pokemondb.net/sprites/sword-shield/icon/wimpod.png,Wimpod,35,40,20,230,"Bug,Water"
530,75,,https://img.pokemondb.net/sprites/sword-shield/icon/golisopod.png,Golisopod,125,140,60,530,"Bug,Water"
320,55,,https://img.pokemondb.net/sprites/sword-shield/icon/sandygast.png,Sandygast,55,80,70,320,"Ghost,Ground"
480,85,,https://img.pokemondb.net/sprites/sword-shield/icon/palossand.png,Palossand,75,110,100,480,"Ghost,Ground"
410,55,,https://img.pokemondb.net/sprites/sword-shield/icon/pyukumuku.png,Pyukumuku,60,130,30,410,Water
534,95,,https://img.pokemondb.net/sprites/sword-shield/icon/type-null.png,Type: Null,95,95,95,534,Normal
570,95,,https://img.pokemondb.net/sprites/sword-shield/icon/silvally.png,Silvally,95,95,95,570,Normal
440,60,,https://img.pokemondb.net/sprites/sword-shield/icon/minior-meteor.png,Minior,60,100,60,440,"Rock,Flying"
500,60,,https://img.pokemondb.net/sprites/sword-shield/icon/minior-core.png,Minior,100,60,100,500,"Rock,Flying"
480,65,,https://img.pokemondb.net/sprites/sword-shield/icon/komala.png,Komala,115,65,75,480,Normal
485,60,,https://img.pokemondb.net/sprites/sword-shield/icon/turtonator.png,Turtonator,78,135,91,485,"Fire,Dragon"
435,65,,https://img.pokemondb.net/sprites/sword-shield/icon/togedemaru.png,Togedemaru,98,63,40,435,"Electric,Steel"
476,55,,https://img.pokemondb.net/sprites/sword-shield/icon/mimikyu.png,Mimikyu,90,80,50,476,"Ghost,Fairy"
475,68,,https://img.pokemondb.net/sprites/sword-shield/icon/bruxish.png,Bruxish,105,70,70,475,"Water,Psychic"
485,78,,https://img.pokemondb.net/sprites/sword-shield/icon/drampa.png,Drampa,60,85,135,485,"Normal,Dragon"
517,70,,https://img.pokemondb.net/sprites/sword-shield/icon/dhelmise.png,Dhelmise,131,100,86,517,"Ghost,Grass"
300,45,,https://img.pokemondb.net/sprites/sword-shield/icon/jangmo-o.png,Jangmo-o,55,65,45,300,Dragon
420,55,,https://img.pokemondb.net/sprites/sword-shield/icon/hakamo-o.png,Hakamo-o,75,90,65,420,"Dragon,Fighting"
600,75,,https://img.pokemondb.net/sprites/sword-shield/icon/kommo-o.png,Kommo-o,110,125,100,600,"Dragon,Fighting"
570,70,,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-koko.png,Tapu Koko,115,85,95,570,"Electric,Fairy"
570,70,,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-lele.png,Tapu Lele,85,75,130,570,"Psychic,Fairy"
570,70,,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-bulu.png,Tapu Bulu,130,115,85,570,"Grass,Fairy"
570,70,,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-fini.png,Tapu Fini,75,115,95,570,"Water,Fairy"
200,43,,https://img.pokemondb.net/sprites/sword-shield/icon/cosmog.png,Cosmog,29,31,29,200,Psychic
400,43,,https://img.pokemondb.net/sprites/sword-shield/icon/cosmoem.png,Cosmoem,29,131,29,400,Psychic
680,137,,https://img.pokemondb.net/sprites/sword-shield/icon/solgaleo.png,Solgaleo,137,107,113,680,"Psychic,Steel"
